nombre_producto,alias_variacion,nombre_grupo_variacion_1,nombre_opcion_1,nombre_grupo_variacion_2,nombre_opcion_2,nombre_grupo_variacion_3,nombre_opcion_3
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_entera,Tipo de Leche,Entera,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_light,Tipo de Leche,Light,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_deslactosada,Tipo de Leche,Deslactosada,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_almendra,Tipo de Leche,Almendra,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_avena,Tipo de Leche,Avena Oatly,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_coco,Tipo de Leche,Coco,,,,
Chai Vainilla Sugar Free Caliente,chai_vainilla_sugar_free_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Chai Vainilla Sugar Free Frío,chai_vainilla_sugar_free_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_entera,Tipo de Leche,Entera,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_light,Tipo de Leche,Light,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_deslactosada,Tipo de Leche,Deslactosada,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_almendra,Tipo de Leche,Almendra,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_avena,Tipo de Leche,Avena Oatly,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_coco,Tipo de Leche,Coco,,,,
Chai Vainilla Sugar Free Frappé,chai_vainilla_sugar_free_frappe_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_entera,Tipo de Leche,Entera,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_light,Tipo de Leche,Light,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_deslactosada,Tipo de Leche,Deslactosada,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_almendra,Tipo de Leche,Almendra,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_avena,Tipo de Leche,Avena Oatly,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_coco,Tipo de Leche,Coco,,,,
Spiced Chai Lavanda Caliente,chai_lavanda_caliente_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Spiced Chai Lavanda Frío,chai_lavanda_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Dirty Chai Caliente,dirty_chai_caliente_entera,Tipo de Leche,Entera,,,,
Dirty Chai Caliente,dirty_chai_caliente_light,Tipo de Leche,Light,,,,
Dirty Chai Caliente,dirty_chai_caliente_deslactosada,Tipo de Leche,Deslactosada,,,,
Dirty Chai Caliente,dirty_chai_caliente_almendra,Tipo de Leche,Almendra,,,,
Dirty Chai Caliente,dirty_chai_caliente_avena,Tipo de Leche,Avena Oatly,,,,
Dirty Chai Caliente,dirty_chai_caliente_coco,Tipo de Leche,Coco,,,,
Dirty Chai Caliente,dirty_chai_caliente_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Dirty Chai Frío,dirty_chai_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Dirty Chai Frío,dirty_chai_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Dirty Chai Frío,dirty_chai_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Dirty Chai Frappé,dirty_chai_frappe_entera,Tipo de Leche,Entera,,,,
Dirty Chai Frappé,dirty_chai_frappe_light,Tipo de Leche,Light,,,,
Dirty Chai Frappé,dirty_chai_frappe_deslactosada,Tipo de Leche,Deslactosada,,,,
Dirty Chai Frappé,dirty_chai_frappe_almendra,Tipo de Leche,Almendra,,,,
Dirty Chai Frappé,dirty_chai_frappe_avena,Tipo de Leche,Avena Oatly,,,,
Dirty Chai Frappé,dirty_chai_frappe_coco,Tipo de Leche,Coco,,,,
Dirty Chai Frappé,dirty_chai_frappe_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Dragon Bloom,dragon_bloom_vaso,Envase,Vaso,,,,
Dragon Bloom,dragon_bloom_lata,Envase,Lata,,,,
Mojito,mojito_vaso,Envase,Vaso,,,,
Mojito,mojito_lata,Envase,Lata,,,,
Lima Limón,lima_limon_vaso,Envase,Vaso,,,,
Lima Limón,lima_limon_lata,Envase,Lata,,,,
Fresa,fresa_vaso,Envase,Vaso,,,,
Fresa,fresa_lata,Envase,Lata,,,,
Lychee,lychee_vaso,Envase,Vaso,,,,
Lychee,lychee_lata,Envase,Lata,,,,
Fresa Limón,fresa_limon_vaso,Envase,Vaso,,,,
Fresa Limón,fresa_limon_lata,Envase,Lata,,,,
Moras Lavanda,moras_lavanda_vaso,Envase,Vaso,,,,
Moras Lavanda,moras_lavanda_lata,Envase,Lata,,,,
Spicy Mango,spicy_mango_vaso,Envase,Vaso,,,,
Spicy Mango,spicy_mango_lata,Envase,Lata,,,,
Nutella Caliente,nutella_caliente_entera,Tipo de Leche,Entera,,,,
Nutella Caliente,nutella_caliente_light,Tipo de Leche,Light,,,,
Nutella Caliente,nutella_caliente_deslactosada,Tipo de Leche,Deslactosada,,,,
Nutella Caliente,nutella_caliente_almendra,Tipo de Leche,Almendra,,,,
Nutella Caliente,nutella_caliente_avena,Tipo de Leche,Avena Oatly,,,,
Nutella Caliente,nutella_caliente_coco,Tipo de Leche,Coco,,,,
Nutella Caliente,nutella_caliente_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Nutella Frío,nutella_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Nutella Frío,nutella_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Nutella Frío,nutella_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Nutella Frío,nutella_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Nutella Frío,nutella_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Nutella Frío,nutella_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Nutella Frío,nutella_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Nutella Frío,nutella_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Nutella Frío,nutella_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Nutella Frío,nutella_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Nutella Frío,nutella_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Nutella Frío,nutella_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Nutella Frío,nutella_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Nutella Frío,nutella_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Dulce de Leche Caliente,dulce_leche_caliente_entera,Tipo de Leche,Entera,,,,
Dulce de Leche Caliente,dulce_leche_caliente_light,Tipo de Leche,Light,,,,
Dulce de Leche Caliente,dulce_leche_caliente_deslactosada,Tipo de Leche,Deslactosada,,,,
Dulce de Leche Caliente,dulce_leche_caliente_almendra,Tipo de Leche,Almendra,,,,
Dulce de Leche Caliente,dulce_leche_caliente_avena,Tipo de Leche,Avena Oatly,,,,
Dulce de Leche Caliente,dulce_leche_caliente_coco,Tipo de Leche,Coco,,,,
Dulce de Leche Caliente,dulce_leche_caliente_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Dulce de Leche Frío,dulce_leche_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Dulce de Leche Frío,dulce_leche_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Dulce de Leche Frío,dulce_leche_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Lotus Caliente,lotus_caliente_entera,Tipo de Leche,Entera,,,,
Lotus Caliente,lotus_caliente_light,Tipo de Leche,Light,,,,
Lotus Caliente,lotus_caliente_deslactosada,Tipo de Leche,Deslactosada,,,,
Lotus Caliente,lotus_caliente_almendra,Tipo de Leche,Almendra,,,,
Lotus Caliente,lotus_caliente_avena,Tipo de Leche,Avena Oatly,,,,
Lotus Caliente,lotus_caliente_coco,Tipo de Leche,Coco,,,,
Lotus Caliente,lotus_caliente_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Lotus Frío,lotus_frio_entera_vaso,Tipo de Leche,Entera,Envase,Vaso,,
Lotus Frío,lotus_frio_light_vaso,Tipo de Leche,Light,Envase,Vaso,,
Lotus Frío,lotus_frio_deslactosada_vaso,Tipo de Leche,Deslactosada,Envase,Vaso,,
Lotus Frío,lotus_frio_almendra_vaso,Tipo de Leche,Almendra,Envase,Vaso,,
Lotus Frío,lotus_frio_avena_vaso,Tipo de Leche,Avena Oatly,Envase,Vaso,,
Lotus Frío,lotus_frio_coco_vaso,Tipo de Leche,Coco,Envase,Vaso,,
Lotus Frío,lotus_frio_soya_vainilla_vaso,Tipo de Leche,Soya Vainilla,Envase,Vaso,,
Lotus Frío,lotus_frio_entera_lata,Tipo de Leche,Entera,Envase,Lata,,
Lotus Frío,lotus_frio_light_lata,Tipo de Leche,Light,Envase,Lata,,
Lotus Frío,lotus_frio_deslactosada_lata,Tipo de Leche,Deslactosada,Envase,Lata,,
Lotus Frío,lotus_frio_almendra_lata,Tipo de Leche,Almendra,Envase,Lata,,
Lotus Frío,lotus_frio_avena_lata,Tipo de Leche,Avena Oatly,Envase,Lata,,
Lotus Frío,lotus_frio_coco_lata,Tipo de Leche,Coco,Envase,Lata,,
Lotus Frío,lotus_frio_soya_vainilla_lata,Tipo de Leche,Soya Vainilla,Envase,Lata,,
Oreo Frappé,ore_frappe_entera,Tipo de Leche,Entera,,,,
Oreo Frappé,ore_frappe_light,Tipo de Leche,Light,,,,
Oreo Frappé,ore_frappe_deslactosada,Tipo de Leche,Deslactosada,,,,
Oreo Frappé,ore_frappe_almendra,Tipo de Leche,Almendra,,,,
Oreo Frappé,ore_frappe_avena,Tipo de Leche,Avena Oatly,,,,
Oreo Frappé,ore_frappe_coco,Tipo de Leche,Coco,,,,
Oreo Frappé,ore_frappe_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Croissant de Chocolate,croissant_chocolate_local,Estancia,Para Aquí,,,,
Croissant de Chocolate,croissant_chocolate_llevar,Estancia,Para Llevar,,,,
Roll de Canela,rol_canela_local,Estancia,Para Aquí,,,,
Roll de Canela,rol_canela_llevar,Estancia,Para Llevar,,,,
Cruffin de Nutella,cruffin_nutella_local,Estancia,Para Aquí,,,,
Cruffin de Nutella,cruffin_nutella_llevar,Estancia,Para Llevar,,,,
Kouign Amman,kouign_local,Estancia,Para Aquí,,,,
Kouign Amman,kouign_llevar,Estancia,Para Llevar,,,,
Galleta Clásica (Choco y Nuez),galleta_clasica_local,Estancia,Para Aquí,,,,
Galleta Clásica (Choco y Nuez),galleta_clasica_llevar,Estancia,Para Llevar,,,,
Galleta Doble Chocolate,galleta_chocolate_local,Estancia,Para Aquí,,,,
Galleta Doble Chocolate,galleta_chocolate_llevar,Estancia,Para Llevar,,,,
Galleta de Lotus,galleta_lotus_local,Estancia,Para Aquí,,,,
Galleta de Lotus,galleta_lotus_llevar,Estancia,Para Llevar,,,,
Brownie Clásico,brownie_local,Estancia,Para Aquí,,,,
Brownie Clásico,brownie_llevar,Estancia,Para Llevar,,,,
Brownie Nutella,brownie_nutella_local,Estancia,Para Aquí,,,,
Brownie Nutella,brownie_nutella_llevar,Estancia,Para Llevar,,,,
Galleta de Avena y Arándano,galleta_arandano_local,Estancia,Para Aquí,,,,
Galleta de Avena y Arándano,galleta_arandano_llevar,Estancia,Para Llevar,,,,
Croissant de Pavo y Queso,croissant_pavo_local,Estancia,Para Aquí,,,,
Croissant de Pavo y Queso,croissant_pavo_llevar,Estancia,Para Llevar,,,,
Baguette de Pavo y Queso,baguette_pavo_local,Estancia,Para Aquí,,,,
Baguette de Pavo y Queso,baguette_pavo_llevar,Estancia,Para Llevar,,,,
Sandwich de Pavo y Queso,sandwich_pavo_local,Estancia,Para Aquí,,,,
Sandwich de Pavo y Queso,sandwich_pavo_llevar,Estancia,Para Llevar,,,,
Baguette de Serrano y Queso,baguette_serrano_local,Estancia,Para Aquí,,,,
Baguette de Serrano y Queso,baguette_serrano_llevar,Estancia,Para Llevar,,,,
Sandwich de Jamón y Selva Negra,sandwich_selva_local,Estancia,Para Aquí,,,,
Sandwich de Jamón y Selva Negra,sandwich_selva_llevar,Estancia,Para Llevar,,,,
Osito Latte,osito_late_entera,Tipo de Leche,Entera,,,,
Osito Latte,osito_late_light,Tipo de Leche,Light,,,,
Osito Latte,osito_late_deslactosada,Tipo de Leche,Deslactosada,,,,
Osito Latte,osito_late_almendra,Tipo de Leche,Almendra,,,,
Osito Latte,osito_late_avena,Tipo de Leche,Avena Oatly,,,,
Osito Latte,osito_late_coco,Tipo de Leche,Coco,,,,
Osito Latte,osito_late_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Osito Chai,osito_chai_entera,Tipo de Leche,Entera,,,,
Osito Chai,osito_chai_light,Tipo de Leche,Light,,,,
Osito Chai,osito_chai_deslactosada,Tipo de Leche,Deslactosada,,,,
Osito Chai,osito_chai_almendra,Tipo de Leche,Almendra,,,,
Osito Chai,osito_chai_avena,Tipo de Leche,Avena Oatly,,,,
Osito Chai,osito_chai_coco,Tipo de Leche,Coco,,,,
Osito Chai,osito_chai_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
Osito Matcha,osito_matcha_entera,Tipo de Leche,Entera,,,,
Osito Matcha,osito_matcha_light,Tipo de Leche,Light,,,,
Osito Matcha,osito_matcha_deslactosada,Tipo de Leche,Deslactosada,,,,
Osito Matcha,osito_matcha_almendra,Tipo de Leche,Almendra,,,,
Osito Matcha,osito_matcha_avena,Tipo de Leche,Avena Oatly,,,,
Osito Matcha,osito_matcha_coco,Tipo de Leche,Coco,,,,
Osito Matcha,osito_matcha_soya_vainilla,Tipo de Leche,Soya Vainilla,,,,
